3,215,4,887910267
50,57,2,892784166
2,346,3,880383424
29,75,4,886198206
36,187,1,886031473
40,380,5,883866093
36,296,2,886031966
31,67,5,893119491
26,252,4,879456077
34,107,5,879617931
44,309,3,879900227
33,190,5,877807845
31,284,5,892521554
3,15,4,887910294
31,185,4,888636373
31,190,5,893119335
40,259,5,883865039
20,258,4,885253376
53,181,3,876232758
40,298,4,883864985
5,261,5,878044851
8,350,3,883590443
40,22,3,883864985
55,95,5,882136252
35,40,2,882361018
50,175,2,892784743
44,123,4,879900185
36,58,3,886030381
27,347,3,888520471
38,260,5,879788045
32,10,2,879365998
50,180,5,892783972
52,33,3,879948771
20,22,3,884478792
36,260,4,886031149
37,95,5,877107491
53,295,3,876232023
62,291,5,880506842
32,258,4,879439379
42,293,4,874862966
36,253,3,886031506
15,227,4,891290649
17,284,5,876823597
2,160,5,879454977
41,95,4,886532534
40,362,3,883866068
32,26,4,879191373
31,320,4,874791671
36,87,4,886030622
2,87,5,880472216
35,326,3,882359697
47,57,3,891415512
29,291,4,883784258
44,71,5,879899266
31,161,5,892859148
23,153,4,884636746
31,20,5,888637085
34,32,5,879618160
27,22,1,888522642
62,0,4,880507108
50,160,5,892785363
5,262,4,874874947
40,159,3,883874872
66,235,4,882427155
61,42,5,879196604
35,202,4,882359653
42,112,4,874863035
36,335,3,886031634
36,69,2,886032029
13,22,5,875462568
41,292,4,886533395
66,81,5,882425966
66,214,4,882425932
31,99,5,889235367
32,34,4,879438455
36,280,1,886029488
60,183,3,885809781
34,334,5,879619067
45,271,3,885141438
76,70,3,880471640
53,145,3,876231886
31,137,4,881048155
35,183,5,882360530
52,77,4,879948964
5,149,4,885135881
34,78,4,879617977
66,212,4,882426927
34,101,5,879618502
5,253,4,874876486
52,81,4,879948831
60,181,4,885808796
41,320,2,886533003
22,391,4,883702263
36,115,3,886030966
20,73,3,884477677
3,27,3,887910511
44,46,3,879899978
2,4,3,879438685
50,181,5,892783749
5,153,3,885135912
60,68,4,885809099
72,260,4,885844431
52,26,5,879948508
61,235,2,879195007
23,306,4,884634995
7,42,4,883777071
60,100,3,885808620
55,119,5,882136441
33,194,4,877807747
36,46,3,886031752
4,1,5,889333937
0,5,3,883348656
63,349,3,888718771
13,281,4,875463891
31,167,5,892521554
50,165,5,892783212
37,4,3,877109564
5,89,3,874873529
2,253,5,879454753
52,203,5,879949107
56,107,4,880485956
67,205,5,877907720
13,7,5,875311225
85,227,3,884064631
55,78,5,882136162
59,355,2,879977032
75,34,4,886986400
40,64,4,883874716
86,347,1,892871438
61,61,5,879196074
35,110,5,882359603
32,29,5,879191972
23,140,1,884702593
21,122,5,876961133
87,320,5,890023722
35,181,2,882360100
2,313,4,880383126
31,333,3,874791786
22,326,4,883703167
59,22,4,879975586
3,254,4,887840713
13,331,5,875462901
60,88,4,885807743
85,264,3,884061256
36,16,2,886031831
39,340,3,882157797
32,78,4,879191184
50,215,5,892777052
66,79,4,882426508
52,245,4,879949251
90,386,3,891031500
23,96,2,884637467
3,162,3,887911314
65,22,2,881649709
36,59,2,886030442
36,214,3,886031074
60,117,4,885808620
60,277,2,885807080
60,67,1,885809291
6,288,5,889964844
23,124,3,884634615
31,84,5,893119491
44,247,3,879899719
51,316,3,879222368
36,56,1,886029444
22,228,5,883702125
91,17,4,882956551
20,320,4,885253337
60,129,4,885807547
50,341,5,892782838
44,235,3,879899472
54,79,4,879975474
66,82,5,882425843
60,105,3,885809146
60,96,4,885809064
44,73,3,884134205
76,261,4,880474933
2,377,5,892667730
5,346,2,874874629
42,190,4,876896210
5,260,5,874874308
84,181,3,891282894
65,79,4,881649471
41,74,3,886532359
78,127,4,880951708
38,82,5,879788101
45,35,5,885141438
85,355,1,884067105
92,232,5,875671081
85,158,5,884060807
39,341,4,882157584
36,71,2,886030415
36,66,3,886031634
5,129,5,874874110
23,206,3,884637314
95,277,3,883538965
24,11,2,881086757
98,281,4,880951079
23,323,3,884636444
35,169,3,882361162
76,283,4,880474394
47,256,5,891044411
45,57,1,885140689
52,95,3,879948460
32,307,2,879439167
50,345,5,892777013
34,79,4,879618207
2,29,5,880383653
34,120,5,879618809
34,228,4,879618776
22,174,4,883702800
40,18,5,883874682
37,291,3,877107765
30,56,1,887049341
32,95,5,879439061
5,180,2,874874850
35,278,4,882360495
47,76,1,891415786
34,22,5,879618613
27,78,4,886101505
31,278,5,888629565
74,105,2,878148087
3,184,2,887909864
47,359,3,891416049
91,32,5,882956761
13,258,3,875463245
47,218,3,891415786
60,112,3,885807345
44,119,4,884133794
36,60,3,886031105
60,215,3,885808929
51,359,3,879222306
27,256,5,886101505
2,15,2,880472250
5,371,1,874873247
60,270,3,885808673
22,306,5,883701093
23,241,4,884636182
36,369,3,886031913
22,251,2,883703495
13,349,4,885180627
60,57,4,885809197
72,26,4,885844091
58,113,4,891035633
82,262,4,879384338
23,245,5,884637347
4,213,3,889334162
36,247,4,886031505
31,2,4,892865321
91,341,4,882608357
74,106,2,878148137
22,113,4,883702172
57,107,5,879436396
24,284,4,881086295
76,319,4,880475043
51,70,3,879222306
51,341,4,879222103
53,141,3,876369995
54,145,3,879962551
32,61,2,879190926
59,77,4,879975752
87,31,4,890027113
5,391,2,874876598
25,353,2,885681886
36,371,3,886031297
84,62,5,891284816
91,7,5,882607955
34,202,4,879617613
26,308,5,879455961
3,222,3,887910433
65,250,4,881650242
23,73,4,884634578
8,286,1,883591489
47,248,4,891044538
20,342,1,886061689
91,54,4,882608402
67,74,4,877907782
6,4,5,889966127
65,354,2,881651561
87,382,4,890027297
93,343,3,874783298
5,210,5,874874525
31,3,5,893119336
32,167,5,879438849
92,254,3,886193724
58,34,2,891035781
66,205,4,882425630
17,194,3,876824266
44,279,2,879898486
64,239,4,891037837
81,349,5,882960418
50,354,4,892784008
61,319,4,879196483
3,98,4,887909595
31,349,5,884594358
99,153,4,888451977
65,326,4,881650850
17,145,4,876823447
76,42,4,880475269
72,77,4,885844674
67,124,3,877907720
36,4,2,886030381
50,22,1,892782975
34,104,4,879618569
65,84,3,881650242
23,311,4,884637147
50,291,4,892777092
53,10,3,876231886
36,205,3,886030938
7,105,5,883777430
13,314,4,876067592
22,393,4,883703144
67,90,2,877907126
31,191,3,874791850
70,95,3,883354886
66,116,5,882426673
26,73,3,879455792
29,82,3,883785248
52,84,3,879948695
67,73,5,877907834
36,157,4,886030584
2,97,5,880383588
61,79,4,879195126
40,224,4,883874717
19,277,2,885170330
5,3,5,878044851
53,341,3,876231546
26,113,5,879455961
60,239,5,885809005
35,323,4,882359988
32,291,4,879191902
42,369,4,874863803
42,2,4,875663543
33,55,5,877808300
9,286,2,887667752
23,117,3,884635031
44,167,3,879899299
50,70,5,892783365
26,230,4,879456030
36,361,3,886030051
72,79,4,885844481
36,1,1,886031752
50,318,1,892784898
36,20,2,886030863
3,298,4,887838573
17,295,5,876823266
85,167,3,884061623
11,126,5,888579645
60,260,4,885808715
89,353,3,879438686
25,275,5,885682370
99,182,3,888451977
84,329,3,891285188
41,10,4,886533275
92,208,3,886194241
3,327,3,887908974
42,115,4,876896210
32,83,3,879190724
50,347,4,892775612
61,17,5,879195738
60,136,4,885808866
78,254,3,880952201
36,320,2,886031752
92,1,4,875672970
68,275,4,879793847
3,322,4,887910896
53,31,4,876550491
39,190,3,882157036
32,127,4,879438999
35,160,3,882364065
76,326,5,880474747
50,149,5,892784130
40,195,4,884645816
31,144,2,874791976
8,202,4,883591826
64,329,5,891037837
23,212,4,884637347
34,190,4,879617977
88,277,4,883352735
60,196,3,885810428
91,24,5,882956467
74,82,3,878148137
73,289,3,891279174
50,297,4,892782734
35,1,4,882361042
36,108,4,886031540
0,74,5,883348080
52,91,3,879949042
65,306,4,881650442
16,196,4,892660034
65,371,4,881650467
13,257,4,875463028
58,286,3,891035551
36,252,4,886030738
90,339,4,891039974
36,348,2,886028544
36,297,3,886031178
52,73,5,879948609
25,7,5,885682562
50,250,4,892776750
61,100,5,879196653
87,22,3,890015649
52,80,3,879948806
2,34,3,880472125
36,212,3,886031831
35,100,3,882360834
42,334,4,874863269
54,88,5,879975455
5,137,3,880908452
25,277,1,885682214
5,395,3,874875062
98,70,4,880953441
34,257,4,879618569
65,111,4,881650148
3,178,4,887911391
99,125,4,888451750
78,7,3,880951740
50,46,5,892783711
31,69,5,892859148
84,306,5,891282894
85,2,4,884061807
53,175,4,876549377
34,229,2,879619144
91,10,2,882608457
99,34,5,888451750
33,227,5,877807747
7,127,5,883777430
33,70,5,877807935
60,35,4,885807843
59,79,3,879975613
91,59,3,882608873
36,209,4,886031912
52,247,4,879948552
52,89,4,879949073
51,54,3,879221764
99,149,4,888452071
66,95,5,882426184
45,168,4,885141502
65,304,4,881649871
51,219,3,879222738
76,222,5,880475149
23,129,4,884634785
66,210,4,882425998
76,160,4,880474955
42,263,4,874863336
35,298,3,882360209
87,222,3,890026939
32,202,4,879190670
35,247,3,882359678
40,368,1,884046888
44,43,3,879899978
36,97,3,886031105
76,394,3,880476630
43,288,2,884795706
42,42,4,874864857
34,77,5,879617931
60,9,1,885810117
60,334,3,885809712
44,264,3,879899299
13,308,3,876067380
9,277,4,887667780
0,107,4,883347920
47,202,5,891044356
76,194,4,880471170
42,246,3,874864182
32,196,3,879192939
84,238,4,891283921
35,69,5,882360530
2,78,4,880383653
91,56,1,882607779
32,11,1,879366159
5,16,4,874874396
1,138,3,883701980
61,26,4,879195244
50,314,1,892785128
34,20,4,879617701
3,51,2,887911974
72,91,4,885843964
55,106,5,882136205
86,287,3,892871536
60,307,3,885809447
31,71,5,893119335
60,244,3,885808767
50,379,5,892785431
36,90,4,886030584
94,341,2,886921521
65,78,4,881649428
37,167,3,877107491
72,231,4,885844007
35,141,1,882364876
85,177,3,884062621
26,142,4,879455740
47,103,5,891044482
49,137,5,883425812
52,78,5,879948386
41,78,4,886532265
94,362,3,886921551
61,326,5,879196267
40,51,3,883874518
41,389,3,886533090
32,341,4,879192681
50,257,5,892783559
84,237,4,891284016
13,4,2,875463386
23,278,2,884636746
85,69,4,884064631
26,106,5,879455654
3,136,3,887910811
23,269,4,884637203
13,250,4,875462901
87,298,4,890024385
94,196,2,886921634
76,254,4,880474394
31,125,5,893119415
44,288,4,879898362
33,341,5,877807653
31,18,5,888635366
87,251,2,890026339
41,283,4,886532238
91,288,2,882607690
52,240,4,879948386
24,194,2,881086803
31,288,4,880484527
0,55,3,883348610
42,336,3,874866535
13,328,4,886189841
60,314,3,885809606
34,68,3,879618464
31,200,3,888629518
50,126,5,892777123
31,257,5,893119335
34,113,5,879617531
87,95,3,890023879
42,347,3,876110379
36,152,2,886032123
33,286,5,877807486
2,239,1,880383201
68,74,3,879793717
13,109,3,886190480
41,254,4,886532908
4,152,4,889333937
66,77,5,882426079
92,100,2,886193661
58,126,4,891034172
18,347,2,883248307
44,3,4,884133839
13,230,4,875463386
26,116,5,879456186
36,343,3,886030380
26,78,4,879455707
58,127,4,891034209
38,80,4,879788572
66,216,4,882425843
38,126,4,879788136
58,26,4,891034095
52,202,5,879948695
36,148,2,886031965
87,50,5,890026059
13,334,4,875462764
87,27,4,890024730
92,196,2,875660347
34,34,5,879618246
23,68,4,884636416
91,251,4,882956467
91,132,4,882608827
45,316,5,885141162
66,103,4,882425874
99,2,3,888451908
4,22,4,889333711
34,238,4,879618019
60,60,3,885807369
2,157,5,880383098
91,31,1,882956321
26,130,3,879456077
17,70,3,876822873
44,338,4,884134780
41,187,4,886533562
91,381,2,882956510
65,4,5,881650943
50,78,3,892776380
47,131,4,891043910
59,196,2,879976914
66,105,5,882425701
91,218,1,882608234
66,96,5,882425901
5,2,4,874874458
36,248,3,886031720
91,281,4,882607573
92,323,3,875670796
86,281,3,892871372
3,142,4,887908861
66,90,3,882426135
20,224,3,885253937
35,48,4,882361262
92,183,3,875671579
42,177,3,877546305
1,277,3,883702448
2,125,3,880472188
48,277,3,881671982
34,326,4,879618502
32,355,4,879193004
66,245,5,882427046
23,79,4,884634911
66,240,5,882426158
2,81,5,880383588
61,76,4,879195688
60,331,3,885809958
23,380,1,884636583
36,334,3,886031576
14,281,4,887659192
31,81,5,888629254
58,122,4,891035812
23,283,4,884636236
36,57,3,886030176
27,122,4,886101846
50,316,3,892785164
31,49,2,874796421
22,75,3,883702441
91,83,4,882956551
50,190,5,892783612
87,350,3,890014887
42,185,3,877547190
76,22,4,880472124
91,107,5,882608021
40,76,4,883865654
42,118,4,875662979
17,190,3,876823447
92,291,3,886193724
23,93,4,884637409
91,304,5,882955978
23,50,3,884637202
50,104,5,892777397
62,11,2,880507108
31,100,5,889235367
85,250,3,884059287
87,322,2,890026459
36,181,3,886030966
13,130,3,875308734
3,126,4,887838624
33,218,4,877807653
13,82,4,875462795
4,109,3,889334477
4,259,3,889334477
26,251,4,879456248
3,259,4,887839195
42,9,3,877453103
91,120,5,882955703
35,261,5,882360100
91,145,4,882608500
23,115,4,884634578
44,232,3,884133963
13,312,3,875309415
35,195,3,882317312
47,253,5,891044411
85,95,3,884059426
71,75,4,879449573
68,57,2,879794498
67,34,2,877907721
21,29,5,876961314
25,347,1,885682214
36,172,2,886031886
60,241,3,885809356
40,250,5,883864782
37,309,3,877107726
90,179,2,891031526
27,214,4,886101715
76,144,3,880476578
23,35,4,884636864
37,334,3,877108785
44,12,4,879899977
53,291,4,876549579
50,20,4,892778202
92,50,3,875672999
78,202,5,880952006
81,359,3,882962886
13,279,1,885180893
13,69,3,875462901
40,31,4,883874716
90,113,4,891031383
50,1,4,892784049
0,9,4,883348207
23,34,4,884635053
65,60,4,881649853
94,190,4,886921344
24,195,4,881086195
36,84,3,886031576
35,95,5,882359455
36,243,5,886031438
31,109,5,888635197
13,391,4,875462611
41,100,4,886533562
52,83,5,879949324
39,195,4,882157126
26,28,5,879456611
78,27,4,880952335
91,230,3,882956624
98,194,5,880952144
26,66,3,879455999
34,126,3,879617574
55,202,5,882136440
66,247,4,882426021
52,34,4,879948869
36,26,4,886030831
99,185,2,888453083
94,361,4,886922069
47,42,4,891044446
50,75,5,892784259
88,137,5,883352494
34,203,4,879617663
50,30,4,892777583
23,103,5,884634877
86,348,2,892871223
52,22,3,879948655
51,11,2,879222583
34,82,5,879618742
75,113,5,886986400
41,9,4,886532971
50,292,5,892777943
76,159,3,880475363
99,250,4,888451492
20,74,3,884475889
48,114,5,881672276
42,70,3,875657863
5,138,4,884517135
32,284,4,887032380
14,349,2,887658782
43,348,4,884795471
51,10,3,879222002
1,279,3,883702255
12,4,3,885062559
98,134,4,880952267
60,119,4,885807318
50,54,1,892783525
76,250,5,880475043
27,83,3,886101695
36,124,3,886030891
36,111,3,886031438
65,82,4,881649357
94,277,1,886920819
20,345,4,884478152
42,165,4,877545605
44,328,3,884134114
81,9,3,882961481
96,312,2,875340010
97,349,5,886711452
36,67,2,886032029
66,203,4,882426508
40,75,5,883866007
33,355,4,877808175
4,95,5,889333534
58,118,5,891034004
87,130,3,890015722
41,130,4,886533452
2,328,3,880472454
90,115,3,891031469
36,88,3,886030738
99,360,4,888451977
36,326,2,886032245
27,187,2,886101736
67,103,3,877907596
67,258,3,877907050
4,125,5,889333823
2,84,4,880472383
5,330,4,874873374
99,139,3,888453083
3,78,4,887832571
87,196,4,890026543
91,60,4,882955765
94,107,5,886921199
60,323,3,885808867
60,283,3,885808867
65,272,4,881649775
36,317,4,886029771
79,70,3,884125018
47,59,4,891416122
23,167,4,884636152
79,4,2,884126077
89,343,4,879438769
52,216,4,879949042
98,355,5,880952037
84,109,5,891284016
86,286,1,892871683
36,129,4,886030768
49,347,4,883425365
53,277,3,876231229
72,312,4,885843817
85,341,3,884057578
91,301,4,882956510
31,107,4,888636373
89,74,4,879439645
26,254,3,879456464
91,350,3,882955258
7,73,5,883777430
45,56,1,885139608
90,65,3,891031116
65,128,4,881649358
85,319,4,884062742
99,161,3,888452564
36,54,1,886030317
23,119,3,884637314
21,253,4,876960824
31,158,5,892859148
79,145,1,884126077
76,46,3,880475226
26,250,5,879455654
41,371,4,886533694
67,214,5,877907235
36,24,3,886031297
35,34,3,882359755
60,278,3,885807235
42,79,4,876896210
42,128,4,874866208
59,10,3,879976828
67,237,3,877907877
58,110,2,891034347
85,190,3,884058249
44,148,4,879901920
35,307,3,882361179
42,117,3,874864736
23,15,4,884636152
23,304,3,884634818
1,286,4,883702867
42,303,3,875662979
61,15,5,879195613
64,237,4,891037837
37,165,3,877107765
6,289,4,889964074
59,253,5,879975613
44,18,3,884134177
20,30,4,884478601
23,183,1,884635205
6,349,5,889964274
54,9,4,879962769
52,114,5,879948386
91,133,5,882608531
67,108,4,877906935
50,327,2,892785331
3,47,5,887840134
30,287,1,887048998
61,1,5,879196074
23,2,4,884636182
67,77,4,877907235
88,348,3,883352631
22,108,4,883700870
68,72,4,879794699
50,284,1,892782901
60,301,3,885809873
99,109,5,888451665
68,107,3,879793785
66,83,4,882426508
4,187,5,889333823
32,295,3,887032538
50,194,2,892784744
72,78,4,885844051
3,250,4,887832531
91,4,4,882608531
29,181,4,883783631
87,18,5,890023646
76,6,4,880471271
31,235,5,892859149
60,177,3,885810575
13,72,3,875462520
23,177,5,884637031
8,353,1,883590676
27,1,4,888520911
87,380,2,890028509
69,289,3,881262307
78,32,3,880952237
20,354,3,885254872
3,230,4,887837701
60,213,3,885809336
60,4,2,885809313
26,97,4,879455961
58,101,4,891035946
36,33,3,886031211
23,91,3,884634679
81,71,4,882962561
99,129,4,888451664
32,286,2,879193517
23,42,4,884636542
31,153,4,874790813
47,316,4,891416050
76,272,3,880474851
48,71,3,881672408
5,24,4,874874585
60,264,3,885810309
36,78,4,886030938
85,271,2,884061084
32,103,4,888845229
6,347,5,889964844
3,10,4,887831447
33,362,4,877808361
68,347,2,879793228
5,314,2,874876486
35,345,5,882359838
85,35,2,884060807
23,203,4,884637501
92,69,2,875671062
50,143,4,892784093
60,46,3,885808767
64,312,5,891037693
23,350,4,884701677
5,259,3,874873157
87,158,5,890025951
99,49,4,888453144
74,26,4,878148329
50,295,2,892785194
34,285,5,879617489
23,248,4,884636205
34,256,5,879618338
2,202,3,880383653
5,348,4,888178129
92,258,5,875671464
34,254,4,879618385
32,391,3,879190771
60,29,3,885809336
61,283,4,879196517
76,130,4,890089749
23,172,4,884636827
60,30,2,885808738
23,308,5,884635171
36,13,4,886030938
44,342,3,879901322
60,167,3,885807962
2,26,5,880472216
2,50,4,880383425
76,181,4,880475540
25,349,4,885681886
31,105,5,889235367
91,20,5,882956158
60,343,3,885809781
92,380,3,875671334
36,381,3,886031831
36,254,3,886030831
52,214,5,879949073
50,153,5,892783906
2,214,5,880472061
37,22,4,877108919
13,246,3,875463079
87,327,3,890027707
66,202,5,882425631
66,29,4,882426927
24,74,3,881086108
44,90,3,884134035
66,274,4,882426812
90,261,3,891031145
36,340,2,886030199
36,118,3,886030584
5,360,2,874873327
13,85,3,886189869
2,42,5,879454811
23,112,4,884634938
87,338,4,890025704
66,181,3,882426899
60,24,4,885808000
67,61,4,877907236
44,345,4,879900321
63,71,4,888730658
31,370,3,874791172
23,239,1,884636541
22,132,4,883700395
36,180,3,886031886
94,10,3,886921448
41,224,3,886533588
67,202,5,877907157
78,275,3,880951784
1,350,3,883702120
99,140,1,888451977
3,84,4,887839745
92,75,2,875659943
54,361,4,879964159
26,24,4,879455792
90,86,4,891031203
89,114,3,879438972
87,201,3,890015580
60,309,4,885809897
66,92,4,882426719
45,289,2,885139693
47,190,3,891415465
66,74,4,882426508
5,177,3,885135881
87,16,5,890026009
91,82,5,882955613
78,308,5,880952142
59,28,3,879975485
34,46,5,879617574
66,120,3,882425701
13,126,4,875462466
42,73,5,875665787
35,71,3,882319003
42,130,4,874864347
87,82,4,890015500
13,34,3,875463551
85,360,3,884062742
36,3,3,886031720
30,347,4,887049081
26,65,2,879455765
13,30,4,875463595
34,230,5,879619176
42,181,3,874863550
32,346,5,879438767
3,89,4,887909816
22,233,5,883700743
64,251,5,891037563
86,289,3,892871252
87,32,5,890024246
59,88,3,879975662
32,22,5,888844906
85,67,3,884066087
25,143,1,885682477
5,22,5,874874850
2,352,1,880383064
2,103,4,880472298
2,301,2,880383236
66,68,4,882426837
35,42,3,882360833
86,290,4,892871031
23,4,2,884627065
31,50,4,874789474
3,231,3,887837701
13,181,4,875318224
44,341,4,880347813
13,2,3,875463202
76,148,5,880475539
2,338,1,880383490
31,395,5,888635445
32,262,5,879191022
64,238,5,891037291
60,158,1,885809336
1,280,1,883702631
63,196,4,888730699
53,22,4,876550182
60,31,5,885807776
36,25,1,886032154
83,48,2,885778571
92,260,2,886193103
16,137,4,892607155
96,362,4,875340191
36,68,3,886030652
34,208,4,879618019
36,44,3,886030767
76,327,3,880475226
7,22,5,883777430
32,165,4,879191652
36,304,3,886031074
14,347,2,887660131
27,104,4,886101956
92,167,4,886193361
40,331,3,883865173
5,60,2,874873944
4,34,3,889333676
60,350,3,885806779
98,107,3,880953441
85,140,3,884063080
92,218,3,877727927
5,102,4,874874396
44,150,4,879900053
65,174,1,881651652
66,258,4,882426508
3,46,4,887909816
35,73,5,882359678
26,227,3,879456289
2,339,5,879438411
50,309,5,892777753
85,51,3,884060941
25,289,3,885681910
47,65,5,891044446
84,335,4,891284184
36,224,3,886032184
9,280,1,887667808
55,112,4,882136396
36,263,3,886031634
0,340,5,883347857
13,251,4,886189466
87,187,4,890023692
52,260,5,879949324
60,188,3,885807510
20,254,4,885253904
60,256,4,885807235
25,74,5,885682635
87,237,4,890024289
40,187,4,883874682
67,93,4,877907835
91,78,4,882956668
36,269,2,886031342
23,157,4,884634533
14,286,3,887659718
3,64,3,887909936
87,74,2,890015684
36,94,2,886031678
36,109,3,886031575
44,174,3,879900985
66,252,5,882425843
60,42,4,885809197
50,346,3,892783025
10,281,4,890004844
42,360,2,876105554
87,257,5,890025751
2,261,3,880383467
85,185,2,884063080
49,287,3,883425762
92,22,4,875671505
23,31,1,884636151
91,351,4,888553156
23,71,3,884323500
17,11,1,876824266
5,31,4,874873112
87,3,3,890026656
28,281,4,882535256
35,18,3,882360993
65,110,4,881649445
51,347,4,879220651
50,226,3,892783906
66,206,4,882426762
36,227,2,886030177
22,181,4,883701154
3,330,3,887840014
40,184,2,883866114
67,371,1,877906995
60,207,3,885809119
17,75,4,876823324
23,211,3,884635204
26,127,3,879456104
76,165,4,880474216
50,171,1,892784672
35,2,3,882360496
81,76,4,882961540
47,347,3,891043910
42,78,4,874866208
13,29,4,875462901
26,61,3,879455707
2,51,1,879454950
24,361,4,881085917
23,83,4,884634646
84,183,3,891286256
22,76,3,883703495
60,389,1,885810538
76,338,3,880474871
42,341,3,874861699
40,126,3,883864638
60,114,3,885807215
81,54,1,882961481
30,350,4,887048836
87,244,5,890024488
85,66,4,884066230
85,389,3,884067151
72,284,3,885843779
99,114,5,888451492
60,206,5,885807173
31,169,4,888629804
23,182,4,884635326
35,306,5,882359678
85,275,3,884066112
35,339,4,882318630
60,345,3,885809025
40,99,4,883874682
55,80,5,882136441
90,50,3,891040366
66,110,2,882425701
60,243,3,885807743
50,334,5,892783110
23,110,5,884634707
44,140,4,879899548
36,237,3,886030682
54,347,4,879962096
31,1,5,893118712
20,362,4,884476152
41,374,2,886533253
85,26,3,884066016
3,105,4,887910552
36,338,1,886032154
26,256,4,879455999
59,95,3,879975752
23,81,5,884634938
32,195,2,880402996
23,77,3,884637376
35,4,2,882318246
72,112,4,885844395
5,34,5,874873744
16,360,5,892660727
87,330,2,890026705
36,306,4,886031576
87,177,5,890029212
41,333,3,886533303
52,112,4,879948806
45,368,4,885141465
5,298,4,888848303
53,331,4,876550833
87,84,5,890015835
65,181,5,881650186
31,394,2,874789538
81,362,2,882961804
40,152,4,883865289
3,8,4,889550757
21,109,5,876961190
60,230,3,885808000
50,10,1,892784437
85,4,5,884061807
85,399,3,884061189
31,218,5,889235367
2,22,5,880472321
91,188,5,882955825
60,318,1,885810785
48,10,3,881672667
44,162,3,879900011
78,113,3,880952165
60,122,4,885809269
38,239,2,879788101
26,270,5,879455873
76,264,4,880475644
45,46,3,885141360
79,54,4,884125492
47,180,4,891044596
34,227,4,879618246
22,262,5,883701962
34,157,5,879618385
42,149,2,877547005
36,323,3,886031886
41,388,3,886532909
99,48,4,888452564
60,149,1,885810117
47,241,4,891044538
66,78,5,882425997
91,256,4,882956011
29,86,4,883784557
50,307,1,892783830
2,331,3,880383467
35,165,5,882360264
31,275,5,892521554
0,190,4,883348138
41,26,5,886532294
87,165,2,890023557
13,24,5,875318291
20,331,3,884478135
40,354,5,883874716
41,17,4,886533562
