116,0,4
116,28,5
118,80,3
118,81,3
118,85,3
118,87,3
118,94,3
118,99,2
118,105,4
118,108,5
118,110,3
118,116,3
118,117,5
118,0,4
118,1,3
118,6,3
118,10,5
118,11,2
118,12,3
118,13,4
118,18,3
118,19,5
118,20,5
118,21,2
118,23,2
118,24,4
118,34,3
119,53,2
119,54,4
119,105,4
119,0,3
119,12,3
119,15,4
119,17,4
121,58,4
121,72,3
121,107,4
121,110,2
121,4,2
121,13,2
121,28,4
121,46,4
122,66,4
123,91,1
123,94,3
123,105,5
123,10,1
123,11,3
123,12,3
123,21,5
123,46,3
125,58,4
125,94,2
125,106,5
125,115,3
125,0,3
125,2,4
125,6,3
125,12,4
125,20,4
126,58,4
126,28,4
126,46,3
127,25,4
128,54,1
128,64,5
128,81,3
128,105,5
128,109,5
128,115,2
128,116,3
128,1,1
128,2,1
128,3,1
128,5,5
128,11,3
128,20,4
128,28,4
128,29,3
128,33,4
129,58,5
129,81,3
129,88,1
129,100,3
129,105,2
129,108,4
129,109,5
129,114,2
129,0,4
129,1,4
129,2,4
129,3,3
129,5,3
129,6,4
129,11,3
129,23,3
129,25,2
129,28,5
130,97,3
131,67,2
131,28,1
134,58,4
134,115,4
134,6,1
134,28,4
135,74,2
135,75,3
135,76,4
135,19,5
135,22,5
136,7,2
137,70,4
138,72,2
138,85,3
138,0,5
138,1,4
138,2,3
138,12,5
138,15,4
138,17,3
138,18,3
138,34,4
138,35,2
138,38,2
138,42,3
139,97,4
140,54,4
140,67,5
140,80,4
140,89,4
140,90,4
140,91,5
140,92,3
140,96,4
140,105,4
140,107,2
140,115,5
140,6,4
140,11,4
140,12,3
140,17,4
140,20,5
140,21,5
140,34,4
140,47,4
141,1,4
141,6,5
141,11,4
141,12,4
141,23,5
142,64,4
142,20,4
142,22,5
143,67,4
143,72,3
143,108,5
143,110,4
143,11,3
143,12,3
143,25,2
145,64,5
145,81,2
145,108,3
145,115,4
145,28,1
147,58,5
147,6,3
147,28,4
148,64,4
150,72,4
151,78,5
151,80,5
151,87,4
151,91,5
151,94,3
151,115,5
151,0,5
151,1,5
151,2,5
152,87,3
152,5,2
152,18,2
153,89,2
154,109,5
154,0,2
154,6,4
154,18,3
154,23,2
154,28,4
155,88,3
155,100,3
155,18,5
155,20,4
156,58,4
156,28,3
157,111,3
157,11,3
157,24,3
157,28,4
157,34,3
158,54,2
158,75,5
158,108,4
158,111,4
158,115,4
158,116,4
158,20,5
158,21,4
158,28,5
158,33,4
159,81,4
159,110,3
159,111,4
159,0,4
159,1,4
159,3,4
159,20,5
159,38,3
161,78,4
162,0,3
162,1,3
162,23,5
163,53,2
163,54,3
163,57,4
163,58,4
163,64,5
163,72,4
163,76,4
163,78,3
163,80,3
163,81,4
163,82,2
163,88,2
163,92,1
163,94,3
163,96,3
163,99,3
163,100,3
163,102,4
163,104,3
163,105,4
163,106,5
163,109,5
163,112,4
163,115,3
163,116,4
163,118,4
163,0,4
163,1,3
163,4,2
163,6,4
163,7,4
163,9,5
163,10,5
163,11,4
163,12,3
163,13,4
163,14,3
163,18,3
163,19,5
163,20,5
163,21,4
163,25,5
163,28,5
163,34,3
163,38,4
163,41,4
163,46,3
165,0,5
165,1,4
165,2,2
166,28,3
167,64,5
167,76,5
167,105,5
167,1,3
167,10,5
167,11,3
167,19,5
167,20,5
167,21,4
168,23,3
169,116,5
169,9,5
169,11,5
169,19,5
169,21,4
169,28,5
169,46,3
170,0,4
170,28,5
171,64,4
171,74,4
172,0,2
172,1,2
172,2,2
173,100,3
173,0,4
173,9,3
173,10,3
173,11,3
173,15,3
173,19,5
173,21,5
174,58,3
175,64,4
175,68,5
175,75,5
177,28,4
178,64,2
178,105,1
178,116,4
178,0,3
178,9,3
178,10,3
178,21,5
178,23,2
178,28,3
178,34,1
180,60,3
180,72,2
180,76,4
180,82,2
180,88,1
180,100,2
180,114,3
180,0,3
180,1,3
180,2,2
180,3,3
180,4,2
180,10,2
180,22,4
180,25,4
180,27,2
180,28,4
180,44,2
182,51,5
182,53,1
182,54,1
182,59,4
182,67,1
182,72,1
182,76,5
182,80,4
182,81,2
182,82,2
182,85,3
182,100,2
182,105,4
182,114,5
182,0,3
182,1,2
182,3,3
182,5,2
182,12,3
182,23,3
182,27,2
182,28,5
182,42,3
183,72,3
183,85,3
183,0,3
183,6,2
183,12,4
183,15,3
183,23,2
183,28,4
183,46,2
184,72,3
184,85,4
184,17,2
185,23,5
186,66,3
188,69,5
189,53,2
189,54,2
189,58,3
189,80,4
189,81,4
189,82,4
189,94,2
189,107,3
189,108,4
189,115,3
189,0,4
189,1,3
189,2,2
189,3,3
189,4,2
189,5,3
189,6,2
189,11,3
189,12,4
189,28,4
190,108,5
190,28,5
191,58,3
191,107,1
191,108,3
191,1,4
191,2,4
191,6,4
191,13,3
191,26,3
191,28,3
192,76,2
192,105,5
192,11,5
192,28,4
193,112,2
193,23,2
194,13,3
195,50,1
195,51,1
195,91,2
195,100,3
195,109,4
195,119,4
195,0,3
195,1,2
195,3,2
195,11,3
195,14,2
195,28,5
195,34,3
196,52,3
196,53,1
196,54,2
196,60,4
196,72,5
196,78,3
196,80,4
196,81,3
196,82,5
196,85,3
196,87,5
196,90,3
196,91,4
196,100,2
196,3,2
196,4,3
196,5,3
196,11,4
196,12,5
196,26,4
196,28,4
196,42,5
196,46,3
197,97,3
197,100,3
197,108,3
197,110,2
197,23,2
198,55,2
198,109,5
198,118,5
198,3,5
198,10,3
199,115,4
199,6,4
199,21,4
199,28,4
